RT_category	SampleTypev2	KEGG_category_name	KEGG_subcategory_name	KEGG_pathway_name	KO	description	gene_mean	nSampleTypes
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid degradation	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerolipid metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Insect hormone biosynthesis	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Limonene degradation	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00130	betaine-aldehyde dehydrogenase	4.2630399999999995e-7	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate	K00130	betaine-aldehyde dehydrogenase	4.2630399999999995e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.09840018e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.09840018e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00132	acetaldehyde dehydrogenase (acetylating)	9.25534e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00132	acetaldehyde dehydrogenase (acetylating)	9.25534e-7	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00133	aspartate-semialdehyde dehydrogenase	3.6772158e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00133	aspartate-semialdehyde dehydrogenase	3.6772158e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Lysine biosynthesis	K00133	aspartate-semialdehyde dehydrogenase	3.6772158e-4	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis	K00133	aspartate-semialdehyde dehydrogenase	3.6772158e-4	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Human Diseases	Infectious disease: bacterial	Salmonella infection	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Human Diseases	Neurodegenerative disease	Alzheimer disease	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.00181952988	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	7.7038944e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Lysine degradation	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	7.7038944e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	7.7038944e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	7.7038944e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	7.7038944e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00138	aldehyde dehydrogenase	7.61326806e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00138	aldehyde dehydrogenase	7.61326806e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism	K00139	succinate-semialdehyde dehydrogenase	6.189236e-6	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00139	succinate-semialdehyde dehydrogenase	6.189236e-6	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.6526822e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.6526822e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.6526822e-5	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.6526822e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	K00141	benzaldehyde dehydrogenase (NAD)	0	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	K00141	benzaldehyde dehydrogenase (NAD)	0	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	K00141	benzaldehyde dehydrogenase (NAD)	0	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Arginine biosynthesis	K00145	N-acetyl-gamma-glutamyl-phosphate reductase	3.08567374e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00146	phenylacetaldehyde dehydrogenase	0	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00146	phenylacetaldehyde dehydrogenase	0	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation	K00146	phenylacetaldehyde dehydrogenase	0	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K00147	glutamate-5-semialdehyde dehydrogenase	1.60626658e-4	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	K00147	glutamate-5-semialdehyde dehydrogenase	1.60626658e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	3.7446366e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	3.7446366e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00156	pyruvate dehydrogenase (quinone)	9.3707178e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00158	pyruvate oxidase	8.9713584e-5	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Organismal Systems	Endocrine system	Glucagon signaling pathway	K00161	pyruvate dehydrogenase E1 component subunit alpha	1.6128637999999999e-4	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Organismal Systems	Endocrine system	Glucagon signaling pathway	K00162	pyruvate dehydrogenase E1 component subunit beta	3.3237576e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00163	pyruvate dehydrogenase E1 component	4.43158594e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00163	pyruvate dehydrogenase E1 component	4.43158594e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00163	pyruvate dehydrogenase E1 component	4.43158594e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00163	pyruvate dehydrogenase E1 component	4.43158594e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00164	2-oxoglutarate dehydrogenase E1 component	5.6531128e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00164	2-oxoglutarate dehydrogenase E1 component	5.6531128e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	1.9287048e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	1.9287048e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	1.9287048e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	3.5336e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00170	pyruvate ferredoxin oxidoreductase beta subunit	4.60418e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	6.2960174e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	6.2960174e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	6.2960174e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	6.2960174e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	6.2960174e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	7.61497298e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	7.61497298e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	7.61497298e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	7.61497298e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	7.61497298e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.7521552e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.7521552e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	0.00161828506	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	0.00161828506	50
Lower RT	BAL	Metabolism	Energy metabolism	Sulfur metabolism	K00184	dimethyl sulfoxide reductase iron-sulfur subunit	4.8620999999999996e-8	50
Lower RT	BAL	Metabolism	Energy metabolism	Sulfur metabolism	K00185	dimethyl sulfoxide reductase membrane subunit	1.00261e-7	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00186	2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	1.61973444e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	5.6099616e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	5.6099616e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	5.6099616e-5	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00208	enoyl-[acyl-carrier protein] reductase I	4.7193552e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K00208	enoyl-[acyl-carrier protein] reductase I	4.7193552e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	K00208	enoyl-[acyl-carrier protein] reductase I	4.7193552e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)	1.285114e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)	1.285114e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Lysine biosynthesis	K00215	4-hydroxy-tetrahydrodipicolinate reductase	2.623016e-4	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis	K00215	4-hydroxy-tetrahydrodipicolinate reductase	2.623016e-4	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	9.123436e-6	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00218	protochlorophyllide reductase	0	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00220	cyclohexadieny/prephenate dehydrogenase	0	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	K00220	cyclohexadieny/prephenate dehydrogenase	0	50
Lower RT	BAL	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K00226	dihydroorotate dehydrogenase (fumarate)	1.2759542e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00228	coproporphyrinogen III oxidase	2.1486738e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00230	menaquinone-dependent protoporphyrinogen oxidase	3.5975908000000004e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00231	protoporphyrinogen/coproporphyrinogen III oxidase	1.893323e-4	50
Lower RT	BAL	Human Diseases	Cancer: overview	Chemical carcinogenesis - reactive oxygen species	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	4.765615e-5	50
